"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","cis","cis_trans","trans","total_cis","total_cis_trans","total_trans","cis_in_gc","cis_trans_in_gc","trans_in_gc"
"Abnormal lactate dehydrogenase activity","4/22",0.00237377897515119,0.221574943372584,0,0,8.28267347807578,50.054449455869,"CHEK2;DAG1;POMGNT1","POMT2","",3,1,0,0,0,0
"Gastrointestinal Stromal Tumors","18/323",0.00238011187651945,0.221574943372584,0,0,2.2269394604363,13.4520678424654,"CDKN2B;MAP2K1;ABCC1;SLC22A5;IGFBP3;SPRY4;PTEN;TWIST1;LYZ;SDHB;FER;CHEK2;PDE3A;PGPEP1;ENG","KIF3A;KDR;FGFR4","",15,3,0,3,0,0
"Blood basophil count (lab test)","14/224",0.00252511539671554,0.222232792094725,0,0,2.50833333333333,15.0035168600375,"ABCC1;HLA-B;PTEN;FADS2;ATXN2;IRAK2;P4HA2;SCD;ZNF786;SH2B3","LPP;MIR3936HG;HELB;LEPR","",10,4,0,3,1,0
"Angioma","3/11",0.00254927641113077,0.222232792094725,0,0,13.9574569789675,83.3531754734948,"PTEN","SUCNR1;KDR","",1,2,0,0,0,0
"Pseudocholinesterase Measurement","3/11",0.00254927641113077,0.222232792094725,0,0,13.9574569789675,83.3531754734948,"ICA1L;NBEAL1;CARF","","",3,0,0,2,0,0
"Hemoglobin low","12/177",0.00258567134214595,0.222232792094725,0,0,2.73208348072161,16.2771252664465,"COQ2;ITGB3;TBXAS1;HLA-B;SRP54;UMPS;LIPA;ENG","FASTKD2;PCCB;COX10","CTC1",8,3,1,3,0,0
"Salivary Gland Pleomorphic Adenoma","5/37",0.00268517871471604,0.222232792094725,0,0,5.83073416506718,34.5179928612104,"NPEPPS;IGFBP3;HLA-B;TWIST1;HLA-C","","",5,0,0,0,0,0
"Brucellosis","5/37",0.00268517871471604,0.222232792094725,0,0,5.83073416506718,34.5179928612104,"IL1RN;TGFB1;SYT1;HLA-B","IGKV1-5","",4,1,0,1,0,0
"Platelet hematocrit measurement","11/155",0.00270246605709029,0.222232792094725,0,0,2.86717907227616,16.9553231195781,"FADS2;EDNRA;ATXN2;CHEK2;HLA-B;UHRF1BP1;PLCB1;SH2B3;CASC15;SMG6","LHFPL2","",10,1,0,5,0,0
"Malignant neoplasm of endometrium","27/577",0.00295200193855677,0.235712534691895,0,0,1.86171615959191,10.8450024868558,"DDR1;CSF1R;SLC22A3;IL1RN;GSTP1;TSHZ1;PTEN;TWIST1;XPC;HPR;COMT;DDT;PDGFD;CHEK2;SH2B3;IL6R;ABCC1;TGFB1;IGFBP3;SIRT6;MLH3;PPIA","ADM;LEPR;KDR;PAWR","HSF1",22,4,1,5,2,0
"Essential Hypertension","16/278",0.00296193294505421,0.235712534691895,0,0,2.30049393803323,13.3932760284838,"TGFB1;PTGIS;IRS1;HLA-B;LPL;HMGCR;ATP2B1;ABO;SLC8A1;EDNRA;ALDH2;FKBP1B;GIT1","ADM;LEPR","TXNRD1",13,2,1,6,1,0
"Bladder neck obstruction","5/38",0.00302625886069487,0.237008908232833,0,0,5.65375443494445,32.7941962180385,"SLC22A3;TGFB1;SLC22A1;PTEN;MYL12A","","",5,0,0,2,0,0
"Uterine Corpus Cancer","27/579",0.00309429127773221,0.238550518192667,0,0,1.85477476692515,10.7172528597127,"DDR1;CSF1R;SLC22A3;IL1RN;GSTP1;TSHZ1;PTEN;TWIST1;XPC;HPR;COMT;DDT;PDGFD;CHEK2;SH2B3;IL6R;ABCC1;TGFB1;IGFBP3;SIRT6;MLH3;PPIA","ADM;LEPR;KDR;PAWR","HSF1",22,4,1,5,2,0
"Nephrotic Syndrome","12/182",0.00324732381477603,0.242927217827814,0,0,2.65104142824445,15.1902660729329,"EDNRA;COQ2;TGFB1;GSTP1;HMBS;LPL;LYZ;CMIP;ACAT1","KDR;LEPR","TP53RK",9,2,1,5,1,0
"bilateral breast cancer","4/24",0.00330801812561068,0.242927217827814,0,0,7.45363984674329,42.5707635103073,"RAD51C;CHEK2;PTEN;ABO","","",4,0,0,1,0,0
"Chronic thromboembolic pulmonary hypertension","4/24",0.00330801812561068,0.242927217827814,0,0,7.45363984674329,42.5707635103073,"PTGIS;HLA-B","FCGR3B;KDR","",2,2,0,0,0,0
"Bladder Neoplasm","48/1217",0.00334800381278705,0.242927217827814,0,0,1.57242001352943,8.96183645372184,"PHLPP2;SLC22A3;MCM7;GSTP1;KMT2C;PTEN;TCF21;TWIST1;XPC;HPR;COMT;ABO;EDNRA;ALDH2;HYAL1;CHEK2;POLI;IL6R;SPAG9;CDKN2B;MAP2K1;ABCC1;TGFB1;SYT1;CMA1;IGFBP3;DAB2IP;HLA-C;SDHB;MLH3;SPINT1;ADAM15;SCD;TBXAS1;UMPS;BCAR1;CERS2","BECN1;ADM;AS3MT;LEPR;KDR;YY1AP1;CTTN;FGFR4","CCAR2;SOX9;RBX1",37,8,3,10,1,0
"Malignant neoplasm of ovary","73/2026",0.0034199527059668,0.244551400742612,0,0,1.44571039743012,8.20892949231966,"DDR1;IL1RN;FEN1;PHF20;IRS1;ITGB3;PTEN;TCF21;COMT;NPEPPS;EFEMP2;EDNRA;CHAF1A;ALDH2;HYAL1;CHEK2;HORMAD1;IL6R;MAP2K1;ABCC1;IGFBP3;SWAP70;HLA-C;PGF;RUNX2;RAD51C;SPINT1;ENG;CSF1R;SLC22A3;RAB5C;GSTP1;KMT2C;SEMA3B;TWIST1;XPC;HPR;ABO;ATXN2;ST3GAL5;ATG7;SH2B3;CASC15;CDKN2B;TGFB1;SYT1;RYK;C1GALT1;SPRY4;SLC4A11;LNPEP;IGF2R;SMARCA4;NBR2;SCD;CARM1","ADM;LEPR;KDR;POLG;ACOT7;PAWR;NEIL2;CTTN;SPARCL1;BECN1;YY1AP1;BLMH;FGFR4","SOX9;RBX1;HSF1;EIF6",56,13,4,17,2,0
"polyps","16/285",0.00377422778315152,0.247209311630016,0,0,2.23981339747795,12.4971720707624,"SLC22A3;CDKN2B;TGFB1;PTGIS;SYT1;IGFBP3;SLC22A1;PTEN;TWIST1;NT5C2;EDNRA;ALDH2;ENG","PLB1;FGFR4","SOX9",13,2,1,5,0,0
"Carcinoma of bladder","46/1162",0.00378212715266122,0.247209311630016,0,0,1.57644115890084,8.79255120355147,"PHLPP2;SLC22A3;CDC123;MCM7;GSTP1;PTEN;TCF21;TWIST1;XPC;HPR;COMT;ABO;EDNRA;CHAF1A;ALDH2;HYAL1;CHEK2;POLI;IL6R;SPAG9;CDKN2B;MAP2K1;ABCC1;TGFB1;SYT1;CMA1;IGFBP3;DAB2IP;HLA-C;SDHB;MLH3;SPINT1;ADAM15;SCD;UMPS;CERS2","BECN1;ADM;AS3MT;KDR;YY1AP1;CTTN;FGFR4","CCAR2;SOX9;RBX1",36,7,3,10,0,0
"Primary malignant neoplasm of lung","80/2268",0.00381224458727282,0.247209311630016,0,0,1.41710594272879,7.89262416913241,"DDR1;IL1RN;FEN1;PHF20;IRS1;ITGB3;PTEN;COMT;TENT4A;UFL1;EDNRA;IPO9;ALDH2;HYAL1;DPYSL2;CHEK2;IL6R;RBM6;PRMT5;MAP2K1;LYNX1;ABCC1;DDX59;PTGIS;IGFBP3;HLA-B;HLA-C;SIRT6;PGF;CANX;LINC00963;PPIA;ENG;PHLPP2;CSF1R;SLC22A3;CRABP2;UBA7;GSTP1;SEMA3B;TWIST1;XPC;AK4;HPR;ABO;MYL12A;BAG6;ATG7;SH2B3;SPAG9;CDKN2B;TGFB1;SYT1;CMA1;SUSD2;SPRY4;IGF2R;PRRC2A;SMARCA4;WEE1;RYBP;SCD;BCAR1","ADM;ARHGAP5;PLB1;LEPR;KDR;PRKCB;PAWR;AZGP1;NEIL2;BECN1;LPP;YY1AP1;FGFR4","SOX9;BAG1;HSF1;TXNRD1",63,13,4,14,2,0
"Glomerulonephritis","13/210",0.00384257954755556,0.247209311630016,0,0,2.47970037897903,13.7911298485413,"DDR1;IL1RN;TGFB1;ITGB3;HLA-C;AIF1;SRR;PDGFD;TBXAS1","ADM;PLB1;FCGR3B","EXOSC3",9,3,1,2,0,0
"Hemangioma, Cavernous","4/25",0.00385733626346175,0.247209311630016,0,0,7.09833971902937,39.4509993147186,"MAP2K1;PTEN;SDHB;ENG","","",4,0,0,0,0,0
"Astrocytosis","4/25",0.00385733626346175,0.247209311630016,0,0,7.09833971902937,39.4509993147186,"ITGB3;ITGA1","KCNK3;POLG","",2,2,0,1,0,0
"Globe of eye large","4/25",0.00385733626346175,0.247209311630016,0,0,7.09833971902937,39.4509993147186,"DAG1;TWIST1;POMGNT1","POMT2","",3,1,0,0,0,0
"Liver neoplasms","51/1321",0.00385794831688512,0.247209311630016,0,0,1.53900372979693,8.55319754087587,"DDR1;IL1RN;MCM7;IRS1;PTEN;COMT;NUDCD3;ALDH2;CHEK2;CTSH;PGPEP1;IL6R;MAP2K1;ABCC1;IGFBP3;SIRT6;UGDH;SPINT1;B4GALT7;KMT2C;LPL;XPC;FURIN;HPR;HMGCR;ABO;MYL12A;CYP3A7;MAT2A;DDT;PDGFD;ASL;ATG7;TGFB1;SYT1;LNPEP;LYZ;IGF2R;P4HA2;SCD","ADM;PLB1;LEPR;KDR;HSDL2;BECN1;YY1AP1;FGFR4","HSF1;SLC12A2;TXNRD1",40,8,3,12,1,0
"Vomiting","12/187",0.00403965377487805,0.251347042254233,0,0,2.57463035019455,14.1903230861741,"SLC22A5;GSTP1;HMBS;LPL;ST3GAL5;XPC;ASL;COMT;LIPA;ACAT1","PCCB;POLG","",10,2,0,3,0,0
"Hemoglobin measurement","8/97",0.00405346511322264,0.251347042254233,0,0,3.3638453863173,18.5286765775545,"BCAS3;TEX41;NDUFAF6;ALDH2;SHROOM3;HPR;SH2B3;ABO","","",8,0,0,8,0,0
"Colorectal Neoplasms","43/1073",0.00407534725989839,0.251347042254233,0,0,1.59418681782548,8.77249013511758,"SLC22A3;IL1RN;FEN1;MCM7;IRS1;GSTP1;PTEN;TWIST1;XPC;FADS2;ALDH2;DPYSL2;CHEK2;CTSH;PGPEP1;IL6R;CDKN2B;MAP2K1;ABCC1;TGFB1;IGFBP3;SPRY4;PHETA1;PGF;MLH3;RAD51C;SPINT1;STAG3;RASA3;FES;UMPS;ENG","BECN1;ADM;LEPR;KDR;PRKCB;NEIL2;CTTN","BAG1;HSF1;SOX9;TXNRD1",32,7,4,7,1,0
"Freckles","5/41",0.00423637820188698,0.25566597674821,0,0,5.18180848795052,28.3136429076325,"PPP1CB;CDKN2B;XPC","","GPR143;EIF6",3,0,2,0,0,0
"Pemphigoid, Benign Mucous Membrane","3/13",0.00424900893663421,0.25566597674821,0,0,11.1648183556405,60.9718491582509,"IL1RN;TGFB1;SERPINH1","","",3,0,0,2,0,0
"Endometrial Neoplasms","14/238",0.00434534415436229,0.258312386236428,0,0,2.349853515625,12.7800315662796,"DDR1;IL1RN;GSTP1;SEMA3B;PTEN;COMT;MLH3;CHEK2;PPIA;SH2B3;ENG","PAWR;ADM;LEPR","",11,3,0,1,2,0
"Retinal Dysplasia","4/26",0.00446524913674173,0.259194579302161,0,0,6.77533960292581,36.6642778066923,"DAG1;MPDZ;POMGNT1","POMT2","",3,1,0,0,0,0
"Hormone measurement","4/26",0.00446524913674173,0.259194579302161,0,0,6.77533960292581,36.6642778066923,"MCM7;TRIM4;PVRIG","ZNF655","",3,1,0,0,0,0
"Aortic Aneurysm, Thoracic","8/99",0.0045891340735645,0.262019691870282,0,0,3.28957528957529,17.7112836540691,"EFEMP2;TGFB1;MAT2A;TSHZ1;ACAT1;SMARCA4;ENG","PRKCB","",7,1,0,3,0,0
"Malignant neoplasm of urinary bladder","45/1144",0.00466961417632543,0.262019691870282,0,0,1.56421732854854,8.39465201983055,"PHLPP2;SLC22A3;MCM7;GSTP1;KMT2C;PTEN;TCF21;TWIST1;XPC;HPR;COMT;ABO;EDNRA;CHAF1A;ALDH2;HYAL1;CHEK2;POLI;IL6R;SPAG9;CDKN2B;MAP2K1;ABCC1;TGFB1;SYT1;CMA1;IGFBP3;DAB2IP;SDHB;MLH3;SPINT1;ADAM15;SCD;UMPS;CERS2","BECN1;ADM;AS3MT;KDR;YY1AP1;CTTN;FGFR4","CCAR2;SOX9;RBX1",35,7,3,9,0,0
"Malignant neoplasm of liver","34/805",0.00468937735294077,0.262019691870282,0,0,1.67637320342075,8.98947664757929,"GSTP1;PTEN;FHL3;TWIST1;XPC;COMT;ABO;ACAT1;NUDCD3;ALDH2;MAT2A;ASL;MAP2K1;ABCC1;TGFB1;IGFBP3;SIRT6;PGF;RUNX2;IGF2R;UGDH;FER;SCD;HMBS;JCAD;ENG","BECN1;KDR;HSDL2;YY1AP1;AZGP1;CTTN","BTG1;RBX1",26,6,2,8,0,0
"Gliosis","7/79",0.0047410263682513,0.262019691870282,0,0,3.63450010704346,19.4500332591767,"CSF1R;NDUFAF6;ITGB3;ITGA1","COX10;KCNK3;POLG","",4,3,0,2,0,0
"Platelet Count measurement","12/191",0.00477944310261966,0.262019691870282,0,0,2.51657500597787,13.4471455173136,"BCAS3;ATXN2;FEN1;BTBD2;HLA-B;UHRF1BP1;PLCB1;SH2B3;ABO;SMG6","MIR3936HG;LHFPL2","",10,2,0,5,0,0
"Autism Spectrum Disorders","26/572",0.00509365838035067,0.275365250942034,0,0,1.80266666666667,9.51764549931719,"DDR1;GSTP1;KMT2C;ITGB3;PTEN;TWIST1;NRXN2;FURIN;NT5C2;CMIP;SRR;EDNRA;MPDZ;HLA-B;POMGNT1;PRRC2A;SMARCA4;MMP16;RFT1;PLCB1","AS3MT;PRKCB;TMEM216","BAG1;SOX9;TXNRD1",20,3,3,6,0,0
"Premenopausal breast cancer","4/27",0.00513449596405901,0.275365250942034,0,0,6.48042645343995,34.1633410769419,"BCAS3;IGFBP3;COMT","LEPR","",3,1,0,1,1,0
"Intervertebral Disc Degeneration","8/102",0.00549253782337517,0.291399802371323,0,0,3.1840959500534,16.5711970967657,"IL1RN;SRR;TGFB1;PTEN;SIRT6;COMT","ADAMTS4","SOX9",6,1,1,1,0,0
"Hyperlipidemia, Familial Combined","7/82",0.00581519857931278,0.305236061599247,0,0,3.48858060372511,17.9567023703617,"CDKN2B;CRABP2;IRS1;SCD;LPL;HMGCR","LEPR","",6,1,0,1,1,0
"Memory Loss","9/126",0.00612207323718168,0.315916321843181,0,0,2.88007736943907,14.6764551530733,"CSF1R;ALDH2;NRXN2;LNPEP;COMT;GIT1","EIF2B2;FASTKD2","HSF1",6,2,1,2,0,0
"Rheumatic Fever","6/63",0.00615403506537851,0.315916321843181,0,0,3.93056680161943,20.0091292923156,"IL1RN;CDKN2B;TGFB1;PTEN;TWIST1","FCGR3B","",5,1,0,1,0,0
"HIV-1 infection","7/83",0.0062107586580439,0.315916321843181,0,0,3.44250076057195,17.4929719936791,"DDR1;SH3RF3;HLA-B;HLA-C;AIF1;PRRC2A","BECN1","",6,1,0,1,0,0
"Malignant neoplasm of lung","84/2449",0.00631324961906404,0.317192565165062,0,0,1.37483474118221,6.96368196413593,"DDR1;IL1RN;FEN1;PHF20;IRS1;ITGB3;PTEN;TCF21;COMT;TENT4A;UFL1;EDNRA;IPO9;ALDH2;HYAL1;DPYSL2;CHEK2;NINL;IL6R;RBM6;PRMT5;MAP2K1;LYNX1;ABCC1;DDX59;PTGIS;IGFBP3;HLA-B;SIRT6;PGF;CANX;LINC00963;PPIA;ENG;PHLPP2;CSF1R;SLC22A3;CRABP2;UBA7;GSTP1;SEMA3B;TWIST1;XPC;AK4;HPR;ABO;MYL12A;BAG6;PDGFD;ATG7;SH2B3;SPAG9;CDKN2B;TGFB1;SYT1;CMA1;SUSD2;SPRY4;DAB2IP;IGF2R;PRRC2A;SMARCA4;WEE1;RYBP;SCD;BCAR1","ADM;ARHGAP5;PLB1;LEPR;KDR;PRKCB;PAWR;AZGP1;NEIL2;BECN1;LPP;YY1AP1;FGFR4","CCAR2;SOX9;BAG1;HSF1;TXNRD1",66,13,5,15,2,0
"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2K","3/15",0.00650082165055761,0.317192565165062,0,0,9.30305927342256,46.8485943020995,"DAG1;POMGNT1","POMT2","",2,1,0,0,0,0
"alpha-Dystroglycanopathies","3/15",0.00650082165055761,0.317192565165062,0,0,9.30305927342256,46.8485943020995,"DAG1;POMGNT1","POMT2","",2,1,0,0,0,0
"Cobblestone Lissencephaly","3/15",0.00650082165055761,0.317192565165062,0,0,9.30305927342256,46.8485943020995,"DAG1;POMGNT1","POMT2","",2,1,0,0,0,0
"Acute Erythroblastic Leukemia","13/224",0.00655728448456351,0.317192565165062,0,0,2.31348909398298,11.6303231242965,"CSF1R;TGFB1;SYT1;GSTP1;SLC22A1;EDNRA;RASA3;CARM1;UMPS;HMOX2","BECN1;FGFR4","HSF1",10,2,1,3,0,0
"Invasive carcinoma of breast","19/385",0.00678486563336818,0.325014825582899,0,0,1.95649971438118,9.76892200829876,"SLC22A3;CDKN2B;ABCC1;TGFB1;GSTP1;IGFBP3;PTEN;TWIST1;LNPEP;PTPRJ;COMT;RUNX2;IGF2R;CHAF1A;CERS2","BECN1;KDR;FGFR4","BAG1",15,3,1,4,0,0
"HEMOCHROMATOSIS, TYPE 1","6/65",0.00716070490926322,0.33653860347616,0,0,3.79693611473272,18.7536250577241,"ALDH2;GSTP1;HLA-B;HLA-C;PGF","SUCNR1","",5,1,0,1,0,0
"Diabetes","48/1268",0.00716184705411366,0.33653860347616,0,0,1.502489882708,7.4207785434689,"RPAIN;CDC123;IL1RN;IRS1;GIPR;GSTP1;SLC22A1;PTEN;LPL;HMGCR;COMT;ABO;SRR;EDNRA;TSPAN8;ALDH2;SH2B3;IL6R;TCF19;CDKN2B;ABCC1;TGFB1;PTGIS;SYT1;IGFBP3;HLA-B;HLA-C;LNPEP;LYZ;POMGNT1;PGF;IGF2R;SCD;NOS1AP;RFT1;PPIA;CERS2","SUCNR1;ADM;PLB1;AS3MT;LEPR;KDR;ADAMTS9;FGFR4","HSF1;TXNRD1;BICC1",37,8,3,11,1,1
"White Blood Cell Count procedure","8/107",0.00729186873126249,0.338388956927503,0,0,3.02250302250302,14.8737235429888,"CANX;PLCB1;SH2B3;SMG6","MIR3936HG;LEPR;VSIR;TTC28","",4,4,0,2,1,0
"Cachexia","10/153",0.00733839043195032,0.338388956927503,0,0,2.61980267794221,12.8753758926806,"IL1RN;TGFB1;IGFBP3;PTEN;LPL;APEH;LIPA;ATRIP","AZGP1;POLG","",8,2,0,3,0,0
"Lung Neoplasms","45/1177",0.00767941011405924,0.35083527317378,0,0,1.51589004062502,7.38119079937404,"DDR1;IL1RN;FEN1;UBA7;GSTP1;ITGB3;SEMA3B;PTEN;TWIST1;LPL;XPC;NT5C2;BAG6;EDNRA;ALDH2;HYAL1;PDGFD;CHEK2;CTSH;CDKN2B;MAP2K1;ABCC1;TGFB1;PTGIS;IGFBP3;DAB2IP;HLA-B;PGF;RUNX2;IGF2R;PRRC2A;SMARCA4;TBXAS1;PPIA;ENG","BECN1;ADM;ARHGAP5;SDCBP;UBQLN1;PAWR;AZGP1;SPARCL1;FGFR4","SOX9",35,9,1,11,1,0
"Abnormality of the fallopian tube","3/16",0.00784657527396841,0.352961411572677,0,0,8.58699808795411,41.6270026891828,"RAD51C;CHEK2;PTEN","","",3,0,0,0,0,0
"Monocyte count procedure","10/155",0.00801209527688281,0.352961411572677,0,0,2.58340016038492,12.4695635654922,"CSF1R;ATXN2;NOS1AP;POC1B;LYZ;PLCB1;SH2B3;SMG6","MIR3936HG;VSIR","",8,2,0,3,0,0
"Monocyte count result","10/155",0.00801209527688281,0.352961411572677,0,0,2.58340016038492,12.4695635654922,"CSF1R;ATXN2;NOS1AP;POC1B;LYZ;PLCB1;SH2B3;SMG6","MIR3936HG;VSIR","",8,2,0,3,0,0
"Other specified transient cerebral ischemias","10/155",0.00801209527688281,0.352961411572677,0,0,2.58340016038492,12.4695635654922,"IL1RN;ITGB3;PTEN;SIRT6","ADAMTS4;BECN1;PAWR","BEX3;HSF1;ANK2",4,3,3,0,1,0
"Diabetes Mellitus","55/1507",0.00844274430255052,0.357448934671706,0,0,1.44936627420704,6.91992371913587,"RPAIN;IL1RN;IRS1;PTEN;COMT;SLC8A1;EDNRA;ALDH2;IL6R;TCF19;ABCC1;PTGIS;IGFBP3;HLA-B;HLA-C;POMGNT1;PGF;NOS1AP;RFT1;PPIA;CERS2;CDC123;PLEKHH2;GIPR;GSTP1;SLC22A1;LPL;HMGCR;ABO;SRR;TSPAN8;SH2B3;CDKN2B;TGFB1;SYT1;LNPEP;ATP2B1;LYZ;IGF2R;SMARCA4;SCD","ADM;PLB1;AS3MT;LEPR;KDR;ADAMTS9;PRKCB;SUCNR1;FGFR4","PHACTR1;SOX9;HSF1;TXNRD1;BICC1",41,9,5,14,1,2
"Glioblastoma","68/1937",0.00844399663690362,0.357448934671706,0,0,1.39852476980194,6.67697617532319,"DDR1;IL1RN;PHF20;IRS1;ITGB3;PTEN;TENT4A;EDNRA;CHAF1A;CHEK2;PRMT5;MAP2K1;ABCC1;IGFBP3;HLA-B;HLA-C;POMGNT1;PGF;RUNX2;PSMA5;SPINT1;MMP16;PRKD2;PPIA;ENG;CERS2;CSF1R;SLC22A3;CDC123;USP10;GSTP1;SEMA3B;XPC;RRBP1;HPR;NT5C2;AIF1;MAPK9;BTBD2;ASL;ATG7;HMOX2;CDKN2B;TGFB1;SYT1;CMA1;SMARCA4;WEE1;BCAR1;METAP2","ADM;ADAMTS4;FCGR3B;LEPR;KDR;HSDL2;ACOT7;ARHGAP21;KIF3A;SPHKAP;YY1AP1;FGFR4","SOX9;EBF3;BAG1;HSF1;EXOSC3;SLC12A2",50,12,6,10,1,0
"Congenital long QT syndrome","4/31",0.00847619078974251,0.357448934671706,0,0,5.51922804030084,26.329444965193,"KCNE2;SCD;NOS1AP","KCNK3","",3,1,0,0,0,0
"Drug-Induced Stevens Johnson Syndrome","4/31",0.00847619078974251,0.357448934671706,0,0,5.51922804030084,26.329444965193,"PTGIS;HLA-B;HLA-C","","RBX1",3,0,1,0,0,0
"Mycoplasma-Induced Stevens-Johnson Syndrome","4/31",0.00847619078974251,0.357448934671706,0,0,5.51922804030084,26.329444965193,"PTGIS;HLA-B;HLA-C","","RBX1",3,0,1,0,0,0
"Bone Density","8/110",0.00856593087000515,0.357577639616502,0,0,2.93315163903399,13.9616917209105,"TOM1L2;SLC8A1;RUNX2;DRC3;SMG6","CEP120;LINC00886","DGKZ",5,2,1,1,0,0
"PACHYONYCHIA CONGENITA 3","9/133",0.00862418709249366,0.357577639616502,0,0,2.71650963998253,12.9120717067929,"RPAIN;NPEPPS;EFEMP2;TGFB1;IGFBP3;DAG1;PTEN;RUNX2","KDR","",8,1,0,1,0,0
"Squamous cell carcinoma of the head and neck","37/934",0.00887784422279051,0.36083276086522,0,0,1.56702528081562,7.40293537705656,"CSF1R;SLC22A3;CRABP2;GSTP1;PTEN;TCF21;TWIST1;XPC;PTPRJ;MAPK9;EDNRA;ALDH2;HYAL1;CHEK2;ATG7;CDKN2B;MAP2K1;ABCC1;TGFB1;SYT1;IGFBP3;IGF2R;WEE1;RAD51C;FES;SCD;CANX;ENG","HSD17B12;LPP;ARHGAP21;FCGR3B;KDR;CTTN;FGFR4","TXNRD1;RBX1",28,7,2,6,1,0
"Female Breast Carcinoma","5/49",0.00908485332685386,0.36083276086522,0,0,4.23791659396266,19.9230677029878,"TGFB1;ALDH2;CHEK2;PTEN;COMT","","",5,0,0,2,0,0
"Amyotrophic Lateral Sclerosis","28/660",0.00924341866426286,0.36083276086522,0,0,1.67624930100147,7.85128935339359,"DCTN5;GSTP1;PTEN;AK4;NPEPPS;MAPK9;ATXN2;SRR;CHAF1A;SH2B3;HMOX2;TGFB1;SYT1;SUSD2;HLA-B;IGF2R;CFDP1;SCD;PPIA;ENG","FCGR3B;UBQLN1;KDR;PAWR","BAG1;HSF1;SLC12A2;TXNRD1",20,4,4,6,1,0
"Adenocarcinoma","61/1712",0.00925147326179591,0.36083276086522,0,0,1.41615443230886,6.63181221778072,"DDR1;IL1RN;ITGB3;PTEN;TCF21;COMT;LIPA;NPEPPS;UFL1;ALDH2;CHEK2;DAG1;IL15RA;PRMT5;MAP2K1;ABCC1;PTGIS;IGFBP3;HLA-C;PGF;RUNX2;SPINT1;ADAM15;ENG;CSF1R;SLC22A3;CRABP2;GSTP1;KMT2C;SEMA3B;TWIST1;LPL;XPC;MAT2A;DDT;ATG7;CDKN2B;TGFB1;SYT1;CMA1;LNPEP;LYZ;IGF2R;SMARCA4;SCD;BCAR1;METAP2","ADM;FCGR3B;KDR;PAWR;AZGP1;CTTN;PCCB;SDCBP;YY1AP1;FGFR4","JPT1;DGKZ;BAG1;SLC12A2",47,10,4,9,1,0
"Abnormal aldolase level","3/17",0.00934432935145482,0.36083276086522,0,0,7.97323135755258,37.2587953683014,"DAG1;POMGNT1","POMT2","",2,1,0,0,0,0
"Middle Cerebral Artery Occlusion","9/135",0.00946445570651721,0.36083276086522,0,0,2.67311411992263,12.4572785040826,"IL1RN;SRR;SERPINH1;IL6R;PGF;METAP2","KDR;PAWR;ADM","",6,3,0,2,1,0
"Hydrophthalmos","4/32",0.00948970773135792,0.36083276086522,0,0,5.32183908045977,24.7867181149978,"DAG1;TWIST1;POMGNT1","POMT2","",3,1,0,0,0,0
"Mammary Neoplasms","81/2387",0.00949811943274427,0.36083276086522,0,0,1.35514388454155,6.3104462923365,"DDR1;RPAIN;FEN1;PHF20;IRS1;ITGB3;PTEN;PTPRJ;APEH;COMT;PREX1;FADS2;EDNRA;CHAF1A;HYAL1;CHEK2;DAG1;CTSH;POLI;BCAS3;IL15RA;MAP2K1;LYNX1;ABCC1;PTGIS;IGFBP3;HLA-B;RUNX2;RAD51C;SPINT1;ADAM15;PADI2;UMPS;PPIA;ENG;CSF1R;SLC22A3;TMED10;CRABP2;GSTP1;SLC22A1;TWIST1;LPL;HPR;GDPD5;AIF1;ACAT1;CYP3A7;MAPK9;RPL13;SPAG9;CDKN2B;TGFB1;CMA1;DAB2IP;SLC4A11;ATP2B1;IGF2R;SMARCA4;FKBP1A;WEE1;P4HA2;SCD;CARM1;BCAR1","ADM;LEPR;KDR;POLG;CTTN;BECN1;SDCBP;BLMH;FGFR4","CCAR2;SOX9;C1QA;BAG1;HSF1;TXNRD1;EIF6",65,9,7,15,1,0
"Venous Thrombosis","7/90",0.0095639392644631,0.36083276086522,0,0,3.15103187315737,14.6515280344633,"HLA-B;PTPRJ;COMT;SH2B3;ABO","KDR","SURF4",5,1,1,2,0,0
"Anoxia","15/288",0.00960803187824443,0.36083276086522,0,0,2.06457925636008,9.59029246481848,"MAP2K1;TGFB1;IGFBP3;ITGB3;TWIST1;RUNX2;PGF;SCD;PDE3A;ENG","SPHKAP;ADM;KDR","PPP1R10;SOX9",10,3,2,2,0,0
"EHLERS-DANLOS SYNDROME, PROGEROID FORM","2/6",0.00965340989748865,0.36083276086522,0,0,18.5782442748092,86.2113034536536,"TGFB1;B4GALT7","","",2,0,0,1,0,0
"Cyanotic congenital heart disease","2/6",0.00965340989748865,0.36083276086522,0,0,18.5782442748092,86.2113034536536,"ALDH2;ITGB3","","",2,0,0,1,0,0
"Orotic aciduria","2/6",0.00965340989748865,0.36083276086522,0,0,18.5782442748092,86.2113034536536,"ASL;UMPS","","",2,0,0,1,0,0
"Abnormality of brain morphology","6/70",0.0101904246446422,0.378041768395974,0,0,3.49939903846154,16.0493174657976,"PLCB1;AP4B1","POMT2;ARHGAP21;UBQLN1;DSCAML1","",2,4,0,0,0,0
